,0,1,2,3,4
157,Dead bug reach,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-174a-dead-bug-reach-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-174a-dead-bug-reach-m3-16x9.jpg,"Begin lying on your back with your hands extended above you toward the ceiling. Bring your feet, knees, and hips up to 90 degrees. Exhale hard to bring your ribcage down and flatten your back onto the floor, rotating your pelvis up and squeezing your glutes. Hold this position throughout the movement. This will be your starting position. Initiate the exercise by extending one leg, straightening the knee and hip to bring the leg just above the ground. Maintain the position of your lumbar and pelvis as you perform the movement, as your back is going to want to arch. Stay tight and return the working leg to the starting position. Repeat on the opposite side, alternating until the set is complete."
158,Palms-Up Dumbbell Wrist Curl Over A Bench,Forearms,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3/Male/l/3_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3/Male/l/3_2.jpg,Start out by placing two dumbbells on one side of a flat bench. Kneel down on both of your knees so that your body is facing the flat bench. Use your arms to grab both of the dumbbells with a supinated grip (palms up) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge. Start out by curling your wrist upwards and exhaling. Slowly lower your wrists back down to the starting position while inhaling. Make sure to inhale during this part of the exercise. Your forearms should be stationary as your wrist is the only movement needed to perform this exercise. Repeat for the recommended amount of repetitions.
159,Single-Arm Push-Up,Chest,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1361/Male/l/1361_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1361/Male/l/1361_2.jpg,"Begin laying prone on the ground. Move yourself into a position supporting your weight on your toes and one arm. Your working arm should be placed directly under the shoulder, fully extended. Your legs should be extended, and for this movement you may need a wider base, placing your feet further apart than in a normal push-up. Maintain good posture, and place your free hand behind your back. This will be your starting position. Lower yourself by allowing the elbow to flex until you touch the ground. Descend slowly, and reverse direction be extending the arm to return to the starting position."
160,Preacher Hammer Dumbbell Curl,Biceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/l/155_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/l/155_2.jpg,"Place the upper part of both arms on top of the preacher bench as you hold a dumbbell in each hand with the palms facing each other (neutral grip). As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched. As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbells are at shoulder height. Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions."
161,Split Squat with Dumbbells,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-61e-dumbbell-bulgarian-split-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-61e-dumbbell-bulgarian-split-squat-m2-16x9.jpg,"Position yourself into a staggered stance with the rear foot elevated and front foot forward. Hold a dumbbell in each hand, letting them hang at the sides. This will be your starting position. Begin by descending, flexing your knee and hip to lower your body down. Maintain good posture througout the movement. Keep the front knee in line with the foot as you perform the exercise. At the bottom of the movement, drive through the heel to extend the knee and hip to return to the starting position."
162,Standing Olympic Plate Hand Squeeze,Forearms,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/l/6_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/l/6_2.jpg,"To begin, stand straight while holding a weight plate by the ridge at arm's length in each hand using a neutral grip (palms facing in). You feet should be shoulder width apart from each other. This will be your starting position. Lower the plates until the fingers are nearly extended but can still hold weights. Inhale as you lower the plates. Now raise the plates back to the starting position as you exhale by closing your hands. Repeat for the recommended amount of repetitions prescribed in your program."
163,Kneeling Squat,Glutes,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/l/697_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/l/697_2.jpg,"Set the bar to the proper height in a power rack. Kneel behind the bar; it may be beneficial to put a mat down to pad your knees. Slide under the bar, racking it across the back of your shoulders. Your shoulder blades should be retracted and the bar tight across your back. Unrack the weight. With your head looking forward, sit back with your butt until you touch your calves. Reverse the motion, returning the torso to an upright position."
164,Close-grip barbell curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20b-close-grip-barbell-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20b-close-grip-barbell-curl-m2-16x9.jpg,"Hold a barbell with both hands, palms up and a few inches apart. Stand with your torso straight and your head up. Your feet should be about shoulder width and your elbows close to your torso. This will be your starting position. Tip: You will keep your upper arms and elbows stationary throughout the movement. Curl the bar up in a semicircular motion until the forearms touch your biceps. Exhale as you perform this portion of the movement and contract your biceps hard for a second at the top. Tip: Avoid bending the back or using swinging motions as you lift the weight. Only the forearms should move. Slowly go back down to the starting position as you inhale. Repeat for the recommended amount of repetitions."
165,Standing barbell overhead triceps extension,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-60b-standing-barbell-overhead-triceps-extension-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-60b-standing-barbell-overhead-triceps-extension-m2-16x9.jpg,"To begin, stand up holding a barbell or e-z bar using a pronated grip (palms facing forward) with your hands closer than shoulder width apart from each other. Your feet should be about shoulder width apart. Now elevate the barbell above your head until your arms are fully extended. Keep your elbows in. This will be your starting position. Keeping your upper arms close to your head and elbows in, perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step. Go back to the starting position by using the triceps to raise the barbell. Breathe out as you perform this step. Repeat for the recommended amount of repetitions."
166,Crunch - Hands Overhead,Abdominals,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/l/113_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/l/113_2.jpg,"Lie on the floor with your back flat and knees bent with around a 60-degree angle between the hamstrings and the calves. Keep your feet flat on the floor and stretch your arms overhead with your palms crossed. This will be your starting position. Curl your upper body forward and bring your shoulder blades just off the floor. At all times, keep your arms aligned with your head, neck and shoulder. Don't move them forward from that position. Exhale as you perform this portion of the movement and hold the contraction for a second. Slowly lower down to the starting position as you inhale. Repeat for the recommended amount of repetitions."
167,Close push-up to wide push-up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-105a-close-push-up-to-wide-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-105a-close-push-up-to-wide-push-up-m4-16x9.jpg,"Lie on the floor face down and body straight with your toes on the floor and the hands wider than shoulder width for a wide hand position and closer than shoulder width for a close hand position. Make sure you are holding your torso up at arms length. Lower yourself until your chest almost touches the floor as you inhale. Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions."
168,Single-arm dumbbell triceps extension,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-130d-single-arm-dumbbell-triceps-extension-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-130d-single-arm-dumbbell-triceps-extension-m3-16x9.jpg,"Grab a dumbbell and either sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs or stand up straight. Clean the dumbbell up to bring it to shoulder height and then extend the arm over your head so that the whole arm is perpendicular to the floor and next to your head. The dumbbell should be on top of you. The other hand can be kept fully extended to the side, by the waist, supporting the upper arm that has the dumbbell or grabbing a fixed surface. Rotate the wrist so that the palm of your hand is facing forward and the pinkie is facing the ceiling. This will be your starting position. Slowly lower the dumbbell behind your head as you hold the upper arm stationary. Inhale as you perform this movement and pause when your triceps are fully stretched. Return to the starting position by flexing your triceps as you breathe out. Tip: It is imperative that only the forearm moves. The upper arm should remain at all times stationary next to your head. Repeat for the recommended amount of repetitions and switch arms."
169,Decline dumbbell bench press,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-33n-decline-dumbbell-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-33n-decline-dumbbell-bench-press-m2-16x9.jpg,"Secure your legs at the end of the decline bench and lie down with a dumbbell on each hand on top of your thighs. The palms of your hand will be facing each other. Once you are laying down, move the dumbbells in front of you at shoulder width. Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. This will be your starting position. Bring down the weights slowly to your side as you breathe out. Keep full control of the dumbbells at all times. Tip: Throughout the motion, the forearms should always be perpendicular to the floor. As you breathe out, push the dumbbells up using your pectoral muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up.. Repeat the movement for the prescribed amount of repetitions of your training program."
170,V-up,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76a-v-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76a-v-up-m2-16x9.jpg,"Lie flat on the floor (or exercise mat) on your back with your arms extended straight back behind your head and your legs extended also. This will be your starting position. As you exhale, bend at the waist while simultaneously raising your legs and arms to meet in a jackknife position. Tip: The legs should be extended and lifted at approximately a 35-45 degree angle from the floor and the arms should be extended and parallel to your legs. The upper torso should be off the floor. While inhaling, lower your arms and legs back to the starting position. Repeat for the recommended amount of repetitions."
171,Barbell Bulgarian split squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-60e-barbell-bulgarian-split-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-60e-barbell-bulgarian-split-squat-m2-16x9.jpg,"Start by standing about 2 to 3 feet in front of a flat bench with your back facing the bench. Have a barbell in front of you on the floor. Tip: Your feet should be shoulder width apart from each other. Bend the knees and use a pronated grip with your hands being wider than shoulder width apart from each other to lift the barbell up until you can rest it on your chest. Then lift the barbell over your head and rest it on the base of your neck. Move one foot back so that your toe is resting on the flat bench. Your other foot should be stationary in front of you. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. Tip: Make sure your back is straight and chest is out while performing this exercise. As you inhale, slowly lower your leg until your thigh is parallel to the floor. At this point, your knee should be over your toes. Your chest should be directly above the middle of your thigh. Leading with the chest and hips and contracting the quadriceps, elevate your leg back to the starting position as you exhale. Repeat for the recommended amount of repetitions. Switch legs and repeat the movement."
172,Single-arm kettlebell row,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-12e-single-arm-dumbbell-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-12e-single-arm-dumbbell-bench-press-m2-16x9.jpg,"Lie down on a flat bench with a dumbbell in one hand on top of your thigh. By using your thigh to help you get the dumbbell up, clean the dumbbell up so that you can hold it in front of you at shoulder width. Use the hand you are not lifting with to help position the dumbbell over you properly. Once at shoulder width, rotate your wrist forward so that the palm of your hand is facing away from you. This will be your starting position. Bring down the weights slowly to your side as you breathe in. Keep full control of the dumbbell at all times. Tip: Use the hand that you are not lifting with to help keep the dumbbell balance as you may struggle a bit at first. Only use your non-lifting hand if it is needed. Otherwise, keep it resting to the side. As you breathe out, push the dumbbells up using your pectoral muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions of your training program. Switch arms and repeat the movement."
173,Scissors Jump,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42a-alternating-lunge-jump-m4-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42a-alternating-lunge-jump-m5-16x9.jpg,"Assume a lunge stance position with one foot forward with the knee bent, and the rear knee nearly touching the ground. Ensure that the front knee is over the midline of the foot. Extending through both legs, jump as high as possible, swinging your arms to gain lift. As you jump as high as you can, switch the position of your legs, moving your front leg to the back and the rear leg to the front. As you land, absorb the impact through the legs by adopting the lunge position, and repeat."
174,Wide Stance Stiff Legs,Hamstrings,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/l/744_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/l/744_2.jpg,"Begin with a barbell loaded on the floor. Adopt a wide stance, and then bend at the hips to grab the bar. Your hips should be as far back as possible, and your legs nearly straight. Keep your back straight, and your head and chest up. This will be your starting position. Begin the movement be engaging the hips, driving them forward as you allow the arms to hang straight. Continue until you are standing straight up, and then slowly return the weight to the starting position. For successive reps, the weight need not touch the floor."
175,Drag curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-11b-drag-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-11b-drag-curl-m2-16x9.jpg,"Grab a barbell with a supinated grip (palms facing forward) and get your elbows close to your torso and back. This will be your starting position. As you exhale, curl the bar up while keeping the elbows to the back as you ""Drag"" the bar up by keeping it in contact with your torso. Tip: As you can see, you will not be keeping the elbows pinned to your sides, but instead you will be bringing them back. Also, do not lift your shoulders. Slowly go back to the starting position as you keep the bar in contact with the torso at all times. Repeat for the recommended amount of repetitions."
176,Hang Clean - Below the Knees,Quadriceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/689/Male/l/689_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/689/Male/l/689_2.jpg,"Begin with a shoulder width, double overhand or hook grip, with the bar hanging just below the knees. Your back should be straight and inclined slightly forward. Begin by aggressively extending through the hips, knees and ankles, driving the weight upward. As you do so, shrug your shoulders towards your ears. As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, aggressively pull yourself down, rotating your elbows under the bar as you do so. Receive the bar in a front squat position, the depth of which is dependent upon the height of the bar at the end of the third pull. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed. Continue to descend to the bottom squat position, which will help in the recovery. Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position."
177,Dumbbell external shoulder rotation,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-40e-dumbbell-external-shoulder-rotation-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-40e-dumbbell-external-shoulder-rotation-m2-16x9.jpg,"Lie sideways on a flat bench with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it. Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm. Tip: Keep the arm parallel to your torso. Now bend the elbow while keeping the upper arm stationary. In this manner, the forearm will be parallel to the floor and perpendicular to your torso (Tip: So the forearm will be directly in front of you). The upper arm will be stationary by your torso and should be parallel to the floor (aligned with your torso at all times). This will be your starting position. As you breathe out, externally rotate your forearm so that the dumbbell is lifted up in a semicircle motion as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is perpendicular to the floor and the torso pointing towards the ceiling. At this point you will hold the contraction for a second. As you breathe in, slowly go back to the starting position. Repeat for the recommended amount of repetitions and then switch to the other arm."
178,Single-arm incline lateral raise,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-24n-single-arm-incline-lateral-raise-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-24n-single-arm-incline-lateral-raise-m2-16x9.jpg,"Lie down sideways on an incline bench press with a dumbbell in the hand. Make sure the shoulder is pressing against the incline bench and the arm is lying across your body with the palm around your navel. Hold a dumbbell in your uppermost arm while keeping it extended in front of you parallel to the floor. This is your starting position. While keeping the dumbbell parallel to the floor at all times, perform a lateral raise. Your arm should travel straight up until it is pointing at the ceiling. Tip: Exhale as you perform this movement. Hold the dumbbell in the position and feel the contraction in the shoulders for a second. While inhaling lower the weight across your body back into the starting position. Repeat the movement for the prescribed amount of repetitions. Switch arms and repeat the movement."
179,Decline bar press sit-up,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-44n-decline-press-sit-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-44n-decline-press-sit-up-m2-16x9.jpg,"To begin, lie down on a bench with a barbell resting on your chest. Position your legs so they are secure on the extension of the abdominal bench. This is the starting position. While inhaling, tighten your abdominals and glutes. Simultaneously curl your torso as you do when performing a sit-up and press the barbell to an overhead position while exhaling. Tip: Use your arms to push the barbell out as you perform this exercise while still focusing on the abdominal muscles. Lower your upper body back down to the starting position while bringing the barbell back down to your torso. Remember to breathe in while lowering the body. Repeat for the recommended amount of repetitions."
180,Barbell rear delt bent-over row,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-03b-barbell-rear-delt-bent-over-row-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-03b-barbell-rear-delt-bent-over-row-m2-16x9.jpg,"Stand up straight while holding a barbell using a wide (higher than shoulder width) and overhand (palms facing your body) grip. Bend knees slightly and bend over as you keep the natural arch of your back. Let the arms hang in front of you as they hold the bar. Once your torso is parallel to the floor, flare the elbows out and away from your body. Tip: Your torso and your arms should resemble the letter ""T"". Now you are ready to begin the exercise. While keeping the upper arms perpendicular to the torso, pull the barbell up towards your upper chest as you squeeze the rear delts and you breathe out. Tip: When performed correctly, this exercise should resemble a bench press in reverse. Also, refrain from using your biceps to do the work. Focus on targeting the rear delts; the arms should only act as hooks. Slowly go back to the initial position as you breathe in. Repeat for the recommended amount of repetitions."
181,Stomach Vacuum,Abdominals,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/l/243_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/l/243_2.jpg,"To begin, stand straight with your feet shoulder width apart from each other. Place your hands on your hips. This is the starting position. Now slowly inhale as much air as possible and then start to exhale as much as possible while bringing your stomach in as much as possible and hold this position. Try to visualize your navel touching your backbone. One isometric contraction is around 20 seconds. During the 20 second hold, try to breathe normally. Then inhale and bring your stomach back to the starting position. Once you have practiced this exercise, try to perform this exercise for longer than 20 seconds. Tip: You can work your way up to 40-60 seconds. Repeat for the recommended amount of sets."
182,Hammer Grip Incline DB Bench Press,Chest,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/l/60_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/l/60_2.jpg,"Lie back on an incline bench with a dumbbell on each hand on top of your thighs. The palms of your hand will be facing each other. By using your thighs to help you get the dumbbells up, clean the dumbbells one arm at a time so that you can hold them at shoulder width. Once at shoulder width, keep the palms of your hands with a neutral grip (palms facing each other). Keep your elbows flared out with the upper arms in line with the shoulders (perpendicular to the torso) and the elbows bent creating a 90-degree angle between the upper arm and the forearm. This will be your starting position. Now bring down the weights slowly to your side as you breathe in. Keep full control of the dumbbells at all times. As you breathe out, push the dumbbells up using your pectoral muscles. Lock your arms in the contracted position, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions. When you are done, place the dumbbells back in your thighs and then on the floor. This is the safest manner to dispose of the dumbbells."
183,Wide-grip hands-elevated push-up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-19e-wide-grip-hands-elevated-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-19e-wide-grip-hands-elevated-push-up-m2-16x9.jpg,"Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height. Place your hands on the bar, with your hands wider than shoulder width. Position your feet back from the bar with arms and body straight. Your arms should be perpendicular to the body. This will be your starting position. Keeping your body straight, lower your chest to the bar by bending the arms. Return to the starting position by extending the elbows, pressing yourself back up."
184,Decline Dumbbell Triceps Extension,Triceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/l/167_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/l/167_2.jpg,"Secure your legs at the end of the decline bench and lie down with a dumbbell on each hand on top of your thighs. The palms of your hand will be facing each other. Once you are laying down, move the dumbbells in front of you at shoulder width. The palms of the hands should be facing each other and the arms should be perpendicular to the floor and fully extended. This will be your starting position. As you breathe in and you keep the upper arms stationary (and elbows in), bring the dumbbells down slowly by moving your forearms in a semicircular motion towards you until your thumbs are next to your ears. Breathe in as you perform this portion of the movement. Lift the dumbbells back to the starting position by contracting the triceps and exhaling. Repeat for the recommended amount of repetitions."
185,Jumping jack-,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-211a-jumping-jack-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-211a-jumping-jack-m2-16x9.jpg,"Start by standing with your feet together. In one motion, jump your feet out to the side and raise your arms above your head. Immediately reverse the motion by jumping back to the starting position. Repeat for the recommended amount of repetitions."
186,Barbell hack squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-53b-barbell-hack-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-53b-barbell-hack-squat-m2-16x9.jpg,"Stand up straight while holding a barbell behind you at arms length and your feet at shoulder width. Tip: A shoulder width grip is best with the palms of your hands facing back. You can use wrist wraps for this exercise for a better grip. This will be your starting position. While keeping your head and eyes up and back straight, squat until your upper thighs are parallel to the floor. Breathe in as you slowly go down. Pressing mainly with the heel of the foot and squeezing the thighs, go back up as you breathe out. Repeat for the recommended amount of repetitions."
187,Feet-elevated push-up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20e-feet-elevated-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20e-feet-elevated-push-up-m2-16x9.jpg,"Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length. Place your toes on top of a flat bench. This will allow your body to be elevated. Note: The higher the elevation of the flat bench, the higher the resistance of the exercise is. Lower yourself until your chest almost touches the floor as you inhale. Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step. After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions."
188,Good Morning,Hamstrings,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-09b-barbell-good-morning-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-09b-barbell-good-morning-m2-16x9.jpg,"Begin with a bar on a rack at shoulder height. Rack the bar across the rear of your shoulders as you would a power squat, not on top of your shoulders. Keep your back tight, shoulder blades pinched together, and your knees slightly bent. Step back from the rack. Begin by bending at the hips, moving them back as you bend over to near parallel. Keep your back arched and your cervical spine in proper alignment. Reverse the motion by extending through the hips with your glutes and hamstrings. Continue until you have returned to the starting position."
189,Gironda Sternum Chins,Lats,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/l/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/l/292_2.jpg,"Grasp the pull-up bar with a shoulder width underhand grip. Now hang with your arms fully extended and stick your chest out and lean back. Tip: You will be leaning back throughout the entire movement. This will be your starting position. Start pulling yourself towards the bar with your spine arched throughout the movement and your head leaning back as far away from the bar as possible. Exhale as you perform this portion of the movement. Tip: At the upper end of the movement, your hips and legs will be at about a 45-degree angle to the floor. Keep pulling until your collarbone passes the bar and your lower chest or sternum area touches it. Hold that contraction for a second. Tip: By the time you've completed this portion of the movement; your head will be parallel to the floor. Slowly start going back to the starting position as you inhale. Repeat for the recommended amount of repetitions."
190,Seated rear delt fly,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-47e-seated-rear-delt-fly-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-47e-seated-rear-delt-fly-m2-16x9.jpg,"Place a couple of dumbbells looking forward in front of a flat bench. Sit on the end of the bench with your legs together and the dumbbells behind your calves. Bend at the waist while keeping the back straight in order to pick up the dumbbells. The palms of your hands should be facing each other as you pick them. This will be your starting position. Keeping your torso forward and stationary, and the arms slightly bent at the elbows, lift the dumbbells straight to the side until both arms are parallel to the floor. Exhale as you lift the weights. (Note: avoid swinging the torso or bringing the arms back as opposed to the side.) After a one second contraction at the top, slowly lower the dumbbells back to the starting position. Repeat for the recommended amount of repetitions."
191,Russian twist,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/2019-xdb-262a-russian-twist-m1.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/2019-xdb-262a-russian-twist-m2.jpg,Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees. Elevate your upper body so that it creates an imaginary V-shape with your thighs. Your arms should be fully extended in front of you perpendicular to your torso and with the hands clasped. This is the starting position. Twist your torso to the right side until your arms are parallel with the floor while breathing out. Hold the contraction for a second and move back to the starting position while breathing out. Now move to the opposite side performing the same techniques you applied to the right side. Repeat for the recommended amount of repetitions.
192,Barbell shrug,Traps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-04b-barbell-shrug-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-04b-barbell-shrug-m2-16x9.jpg,Stand up straight with your feet at shoulder width as you hold a barbell with both hands in front of you using a pronated grip (palms facing the thighs). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for a better grip. This will be your starting position. Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps. Slowly return to the starting position as you breathe in. Repeat for the recommended amount of repetitions.
193,Flat Bench Lying Leg Raise,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-63a-lying-leg-lift-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-63a-lying-leg-lift-m2-16x9.jpg,"Lie with your back flat on a bench and your legs extended in front of you off the end. Place your hands either under your glutes with your palms down or by the sides holding on to the bench. This will be your starting position. As you keep your legs extended, straight as possible with your knees slightly bent but locked raise your legs until they make a 90-degree angle with the floor. Exhale as you perform this portion of the movement and hold the contraction at the top for a second. Now, as you inhale, slowly lower your legs back down to the starting position."
194,Dumbbell skullcrusher,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-57e-dumbbell-skullcrusher-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-57e-dumbbell-skullcrusher-m2-16x9.jpg,"Lie on a flat bench while holding two dumbbells directly in front of you. Your arms should be fully extended at a 90-degree angle from your torso and the floor. The palms should be facing in and the elbows should be tucked in. This is the starting position. As you breathe in and you keep the upper arms stationary with the elbows in, slowly lower the weight until the dumbbells are near your ears. At that point, while keeping the elbows in and the upper arms stationary, use the triceps to bring the weight back up to the starting position as you breathe out. Repeat for the recommended amount of repetitions."
195,Man-maker,Middle Back,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-89d-man-maker-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-89d-man-maker-m6-16x9.jpg,"Position a pair of light-weight dumbbells in front of you, parallel to each other. Keeping your back flat, bend forward and squat down, grasping the dumbbells. This is your start position. Initiate the movement by kicking one leg back, then the other so that youâ€™re in the push-up position, holding onto the dumbbells. Your weight should be on your toes and hands. Do a one-arm row for each side, bringing your elbow up as high as you can. Hop your feet forward and rise up by cleaning the weights, bringing them up to shoulder level, palms facing forward as you hop a second time. Descend into a squat and explosively rise up, then press the weights overhead to full arm extension. Lower the dumbbells back to your shoulders, then bend over as you squat down to return the weights back to the floor in front of you. Repeat for reps."
